council,year,type,process,tonnage
Renfrewshire,2018,Chemical wastes,Disposed by incineration,
Renfrewshire,2018,Chemical wastes,Landfilled,
Renfrewshire,2018,Combustion wastes,Generated,0
Renfrewshire,2018,Combustion wastes,Prepared for reuse,
Renfrewshire,2018,Combustion wastes,Recycled,
Renfrewshire,2018,Combustion wastes,Organics recycled,
Renfrewshire,2018,Combustion wastes,Recovered by incineration,
Renfrewshire,2018,Combustion wastes,Recovered by co-incineration,
Renfrewshire,2018,Combustion wastes,Managed by other methods,334.51
Renfrewshire,2018,Combustion wastes,Disposed by incineration,
Renfrewshire,2018,Combustion wastes,Landfilled,9364.76
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,996.77
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,984.64
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,
Renfrewshire,2018,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,12.13
Renfrewshire,2018,Discarded vehicles,Generated,
Renfrewshire,2018,Discarded vehicles,Prepared for reuse,
Renfrewshire,2018,Discarded vehicles,Recycled,
Renfrewshire,2018,Discarded vehicles,Organics recycled,
Renfrewshire,2018,Discarded vehicles,Recovered by incineration,
Renfrewshire,2018,Discarded vehicles,Recovered by co-incineration,
Renfrewshire,2018,Discarded vehicles,Managed by other methods,
Renfrewshire,2018,Discarded vehicles,Disposed by incineration,
Renfrewshire,2018,Discarded vehicles,Landfilled,
Renfrewshire,2018,Glass wastes,Generated,0
Renfrewshire,2018,Glass wastes,Prepared for reuse,
Renfrewshire,2018,Glass wastes,Recycled,3650.88
Renfrewshire,2018,Glass wastes,Organics recycled,
Renfrewshire,2018,Glass wastes,Recovered by incineration,
Renfrewshire,2018,Glass wastes,Recovered by co-incineration,
Renfrewshire,2018,Glass wastes,Managed by other methods,
Renfrewshire,2018,Glass wastes,Disposed by incineration,
Renfrewshire,2018,Glass wastes,Landfilled,
Renfrewshire,2018,Health care and biological wastes,Generated,
Renfrewshire,2018,Health care and biological wastes,Prepared for reuse,
Renfrewshire,2018,Health care and biological wastes,Recycled,
Renfrewshire,2018,Health care and biological wastes,Organics recycled,
Renfrewshire,2018,Health care and biological wastes,Recovered by incineration,
Renfrewshire,2018,Health care and biological wastes,Recovered by co-incineration,
Renfrewshire,2018,Health care and biological wastes,Managed by other methods,
Renfrewshire,2018,Health care and biological wastes,Disposed by incineration,
Renfrewshire,2018,Health care and biological wastes,Landfilled,
Renfrewshire,2018,Household and similar wastes,Generated,50097.46
Renfrewshire,2018,Household and similar wastes,Prepared for reuse,0
Renfrewshire,2018,Household and similar wastes,Recycled,0
Renfrewshire,2018,Household and similar wastes,Organics recycled,0
Renfrewshire,2018,Household and similar wastes,Recovered by incineration,0
Renfrewshire,2018,Household and similar wastes,Recovered by co-incineration,
Renfrewshire,2018,Household and similar wastes,Managed by other methods,0.08
Renfrewshire,2018,Household and similar wastes,Disposed by incineration,
Renfrewshire,2018,Household and similar wastes,Landfilled,7292.11
Renfrewshire,2018,"Metallic wastes, ferrous",Generated,0
Renfrewshire,2018,"Metallic wastes, ferrous",Prepared for reuse,
Renfrewshire,2018,"Metallic wastes, ferrous",Recycled,304.86
Renfrewshire,2018,"Metallic wastes, ferrous",Organics recycled,
Renfrewshire,2018,"Metallic wastes, ferrous",Recovered by incineration,
Renfrewshire,2018,"Metallic wastes, ferrous",Recovered by co-incineration,
Renfrewshire,2018,"Metallic wastes, ferrous",Managed by other methods,
Renfrewshire,2018,"Metallic wastes, ferrous",Disposed by incineration,
Renfrewshire,2018,"Metallic wastes, ferrous",Landfilled,
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Generated,852.28
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Prepared for reuse,
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,3874.76
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Organics recycled,
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by incineration,
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by co-incineration,
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Managed by other methods,
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Disposed by incineration,
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,
Renfrewshire,2018,"Metallic wastes, non-ferrous",Generated,0
Renfrewshire,2018,"Metallic wastes, non-ferrous",Prepared for reuse,
Renfrewshire,2018,"Metallic wastes, non-ferrous",Recycled,160.38
Renfrewshire,2018,"Metallic wastes, non-ferrous",Organics recycled,
Renfrewshire,2018,"Metallic wastes, non-ferrous",Recovered by incineration,
Renfrewshire,2018,"Metallic wastes, non-ferrous",Recovered by co-incineration,
Renfrewshire,2018,"Metallic wastes, non-ferrous",Managed by other methods,
Renfrewshire,2018,"Metallic wastes, non-ferrous",Disposed by incineration,
Renfrewshire,2018,"Metallic wastes, non-ferrous",Landfilled,
Renfrewshire,2018,Mineral waste from construction and demolition,Generated,1690.1
Renfrewshire,2018,Mineral waste from construction and demolition,Prepared for reuse,
Renfrewshire,2018,Mineral waste from construction and demolition,Recycled,6561.83
Renfrewshire,2018,Mineral waste from construction and demolition,Organics recycled,
Renfrewshire,2018,Mineral waste from construction and demolition,Recovered by incineration,
Renfrewshire,2018,Mineral waste from construction and demolition,Recovered by co-incineration,
Renfrewshire,2018,Mineral waste from construction and demolition,Managed by other methods,
Renfrewshire,2018,Mineral waste from construction and demolition,Disposed by incineration,
Renfrewshire,2018,Mineral waste from construction and demolition,Landfilled,
Renfrewshire,2018,Mixed and undifferentiated materials,Generated,15205.12
Renfrewshire,2018,Mixed and undifferentiated materials,Prepared for reuse,
Renfrewshire,2018,Mixed and undifferentiated materials,Recycled,
Renfrewshire,2018,Mixed and undifferentiated materials,Organics recycled,
Renfrewshire,2018,Mixed and undifferentiated materials,Recovered by incineration,23745.01
Renfrewshire,2018,Mixed and undifferentiated materials,Recovered by co-incineration,
Renfrewshire,2018,Mixed and undifferentiated materials,Managed by other methods,4.23
Renfrewshire,2018,Mixed and undifferentiated materials,Disposed by incineration,3.12
Renfrewshire,2018,Mixed and undifferentiated materials,Landfilled,340.82
Renfrewshire,2018,Paper and cardboard wastes,Generated,135.76
Renfrewshire,2018,Paper and cardboard wastes,Prepared for reuse,
Renfrewshire,2018,Paper and cardboard wastes,Recycled,6096.69
Renfrewshire,2018,Paper and cardboard wastes,Organics recycled,
Renfrewshire,2018,Paper and cardboard wastes,Recovered by incineration,
Renfrewshire,2018,Paper and cardboard wastes,Recovered by co-incineration,
Renfrewshire,2018,Paper and cardboard wastes,Managed by other methods,
Renfrewshire,2018,Paper and cardboard wastes,Disposed by incineration,
Renfrewshire,2018,Paper and cardboard wastes,Landfilled,
Renfrewshire,2018,Plastic wastes,Generated,0
Renfrewshire,2018,Plastic wastes,Prepared for reuse,
Renfrewshire,2018,Plastic wastes,Recycled,3360.03
Renfrewshire,2018,Plastic wastes,Organics recycled,
Renfrewshire,2018,Plastic wastes,Recovered by incineration,
Renfrewshire,2018,Plastic wastes,Recovered by co-incineration,
Renfrewshire,2018,Plastic wastes,Managed by other methods,
Renfrewshire,2018,Plastic wastes,Disposed by incineration,
Renfrewshire,2018,Plastic wastes,Landfilled,
Renfrewshire,2018,Rubber wastes,Generated,
Renfrewshire,2018,Rubber wastes,Prepared for reuse,
Renfrewshire,2018,Rubber wastes,Recycled,
Renfrewshire,2018,Rubber wastes,Organics recycled,
Renfrewshire,2018,Rubber wastes,Recovered by incineration,
Renfrewshire,2018,Rubber wastes,Recovered by co-incineration,
Renfrewshire,2018,Rubber wastes,Managed by other methods,
Renfrewshire,2018,Rubber wastes,Disposed by incineration,
Renfrewshire,2018,Rubber wastes,Landfilled,
Renfrewshire,2018,Soils,Generated,
Renfrewshire,2018,Soils,Prepared for reuse,
Renfrewshire,2018,Soils,Recycled,
Renfrewshire,2018,Soils,Organics recycled,
Renfrewshire,2018,Soils,Recovered by incineration,
Renfrewshire,2018,Soils,Recovered by co-incineration,
Renfrewshire,2018,Soils,Managed by other methods,
Renfrewshire,2018,Soils,Disposed by incineration,
Renfrewshire,2018,Soils,Landfilled,
Renfrewshire,2018,Textile wastes,Generated,185.05
Renfrewshire,2018,Textile wastes,Prepared for reuse,157.95
Renfrewshire,2018,Textile wastes,Recycled,21.7
Renfrewshire,2018,Textile wastes,Organics recycled,
Renfrewshire,2018,Textile wastes,Recovered by incineration,
Renfrewshire,2018,Textile wastes,Recovered by co-incineration,
Renfrewshire,2018,Textile wastes,Managed by other methods,
Renfrewshire,2018,Textile wastes,Disposed by incineration,
Renfrewshire,2018,Textile wastes,Landfilled,
Renfrewshire,2018,Used oils,Generated,13.24
Renfrewshire,2018,Used oils,Prepared for reuse,
Renfrewshire,2018,Used oils,Recycled,13.24
Renfrewshire,2018,Used oils,Organics recycled,
Renfrewshire,2018,Used oils,Recovered by incineration,
Renfrewshire,2018,Used oils,Recovered by co-incineration,
Renfrewshire,2018,Used oils,Managed by other methods,
Renfrewshire,2018,Used oils,Disposed by incineration,
Renfrewshire,2018,Used oils,Landfilled,
Renfrewshire,2018,Vegetal wastes,Generated,8276.32
Renfrewshire,2018,Vegetal wastes,Prepared for reuse,
Renfrewshire,2018,Vegetal wastes,Recycled,
Renfrewshire,2018,Vegetal wastes,Organics recycled,8276.32
Renfrewshire,2018,Vegetal wastes,Recovered by incineration,
Renfrewshire,2018,Vegetal wastes,Recovered by co-incineration,
Renfrewshire,2018,Vegetal wastes,Managed by other methods,
Renfrewshire,2018,Vegetal wastes,Disposed by incineration,
Renfrewshire,2018,Vegetal wastes,Landfilled,
Renfrewshire,2018,Wood wastes,Generated,1106.2
Renfrewshire,2018,Wood wastes,Prepared for reuse,
Renfrewshire,2018,Wood wastes,Recycled,3835.6
Renfrewshire,2018,Wood wastes,Organics recycled,
Renfrewshire,2018,Wood wastes,Recovered by incineration,
Renfrewshire,2018,Wood wastes,Recovered by co-incineration,
Renfrewshire,2018,Wood wastes,Managed by other methods,
Renfrewshire,2018,Wood wastes,Disposed by incineration,
Renfrewshire,2018,Wood wastes,Landfilled,
Renfrewshire,2018,Subtotal,Generated,81254.78
Renfrewshire,2018,Subtotal,Prepared for reuse,157.95
Renfrewshire,2018,Subtotal,Recycled,28916.66
Renfrewshire,2018,Subtotal,Organics recycled,10923.62
Renfrewshire,2018,Subtotal,Recovered by incineration,23745.01
Renfrewshire,2018,Subtotal,Recovered by co-incineration,
Renfrewshire,2018,Subtotal,Managed by other methods,338.82
Renfrewshire,2018,Subtotal,Disposed by incineration,3.12
Renfrewshire,2018,Subtotal,Landfilled,17009.82
Scottish Borders,2011,Animal and mixed food waste,Generated,0
Scottish Borders,2011,Animal and mixed food waste,Prepared for reuse,0
Scottish Borders,2011,Animal and mixed food waste,Recycled,0
Scottish Borders,2011,Animal and mixed food waste,Organics recycled,0
Scottish Borders,2011,Animal and mixed food waste,Recovered by incineration,0
Scottish Borders,2011,Animal and mixed food waste,Recovered by co-incineration,0
Scottish Borders,2011,Animal and mixed food waste,Managed by other methods,0
Scottish Borders,2011,Animal and mixed food waste,Disposed by incineration,0
Scottish Borders,2011,Animal and mixed food waste,Landfilled,0
Scottish Borders,2011,Batteries and accumulators wastes,Generated,11.43
Scottish Borders,2011,Batteries and accumulators wastes,Prepared for reuse,0
Scottish Borders,2011,Batteries and accumulators wastes,Recycled,11.43
Scottish Borders,2011,Batteries and accumulators wastes,Organics recycled,0
Scottish Borders,2011,Batteries and accumulators wastes,Recovered by incineration,0
Scottish Borders,2011,Batteries and accumulators wastes,Recovered by co-incineration,0
Scottish Borders,2011,Batteries and accumulators wastes,Managed by other methods,0
Scottish Borders,2011,Batteries and accumulators wastes,Disposed by incineration,0
Scottish Borders,2011,Batteries and accumulators wastes,Landfilled,0
Scottish Borders,2011,Chemical wastes,Generated,13.9
Scottish Borders,2011,Chemical wastes,Prepared for reuse,13.9
Scottish Borders,2011,Chemical wastes,Recycled,0
Scottish Borders,2011,Chemical wastes,Organics recycled,0
Scottish Borders,2011,Chemical wastes,Recovered by incineration,0
Scottish Borders,2011,Chemical wastes,Recovered by co-incineration,0
Scottish Borders,2011,Chemical wastes,Managed by other methods,0
Scottish Borders,2011,Chemical wastes,Disposed by incineration,0
Scottish Borders,2011,Chemical wastes,Landfilled,0
Scottish Borders,2011,Combustion wastes,Generated,0
Scottish Borders,2011,Combustion wastes,Prepared for reuse,0
Scottish Borders,2011,Combustion wastes,Recycled,0
Scottish Borders,2011,Combustion wastes,Organics recycled,0
Scottish Borders,2011,Combustion wastes,Recovered by incineration,0
Scottish Borders,2011,Combustion wastes,Recovered by co-incineration,0
Scottish Borders,2011,Combustion wastes,Managed by other methods,0
Scottish Borders,2011,Combustion wastes,Disposed by incineration,0
Scottish Borders,2011,Combustion wastes,Landfilled,0
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,854.43
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,0
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,864.25
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,0
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,0
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,0
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,0
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,0
Scottish Borders,2011,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Scottish Borders,2011,Discarded vehicles,Generated,0
Scottish Borders,2011,Discarded vehicles,Prepared for reuse,0
Scottish Borders,2011,Discarded vehicles,Recycled,0
Scottish Borders,2011,Discarded vehicles,Organics recycled,0
Scottish Borders,2011,Discarded vehicles,Recovered by incineration,0
Scottish Borders,2011,Discarded vehicles,Recovered by co-incineration,0
Scottish Borders,2011,Discarded vehicles,Managed by other methods,0
Scottish Borders,2011,Discarded vehicles,Disposed by incineration,0
Scottish Borders,2011,Discarded vehicles,Landfilled,0
